timestamp,open,high,low,close,volume,adj close,openinterest
2025-02-19 13:45:00,3.3,3.3,3.3,3.3,2.4,3.3,0
2025-02-19 14:00:00,3.3,3.3,3.3,3.3,0.0,3.3,0
2025-02-19 14:15:00,3.3,3.3,3.3,3.3,0.0,3.3,0
2025-02-19 14:30:00,3.2075,3.2075,3.2041,3.2041,1005.6,3.2041,0
2025-02-19 14:45:00,3.2041,3.2041,3.2041,3.2041,0.0,3.2041,0
2025-02-19 15:00:00,3.1437,3.1437,3.1437,3.1437,104.7,3.1437,0
2025-02-19 15:15:00,3.1437,3.1437,3.1437,3.1437,0.0,3.1437,0
2025-02-19 15:30:00,3.1437,3.1437,3.1437,3.1437,0.0,3.1437,0
2025-02-19 15:45:00,3.1437,3.1437,3.1437,3.1437,0.0,3.1437,0
2025-02-19 16:00:00,3.2173,3.2173,3.2145,3.2145,872.7,3.2145,0
2025-02-19 16:15:00,3.2145,3.2145,3.2145,3.2145,0.0,3.2145,0
2025-02-19 16:30:00,3.2145,3.2145,3.2145,3.2145,0.0,3.2145,0
2025-02-19 16:45:00,3.2145,3.2145,3.2145,3.2145,0.0,3.2145,0
2025-02-19 17:00:00,3.2145,3.2145,3.2145,3.2145,0.0,3.2145,0
2025-02-19 17:15:00,3.2145,3.2145,3.2145,3.2145,0.0,3.2145,0
2025-02-19 17:30:00,3.2145,3.2145,3.2145,3.2145,0.0,3.2145,0
2025-02-19 17:45:00,3.2052,3.2052,3.2052,3.2052,31.2,3.2052,0
2025-02-19 18:00:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 18:15:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 18:30:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 18:45:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 19:00:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 19:15:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 19:30:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 19:45:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 20:00:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 20:15:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 20:30:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 20:45:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 21:00:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 21:15:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 21:30:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 21:45:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 22:00:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 22:15:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 22:30:00,3.2052,3.2052,3.2052,3.2052,0.0,3.2052,0
2025-02-19 22:45:00,3.2024,3.2048,3.1987,3.1987,452.6,3.1987,0
2025-02-19 23:00:00,3.2239,3.2239,3.2239,3.2239,10.5,3.2239,0
2025-02-19 23:15:00,3.2307,3.2335,3.2306,3.2335,146.3,3.2335,0
2025-02-19 23:30:00,3.2335,3.2335,3.2335,3.2335,0.0,3.2335,0
2025-02-19 23:45:00,3.2138,3.2157,3.2106,3.2111,242.6,3.2111,0
2025-02-20 00:00:00,3.2143,3.2187,3.2071,3.2071,862.6,3.2071,0
2025-02-20 00:15:00,3.2048,3.2048,3.2048,3.2048,31.4,3.2048,0
2025-02-20 00:30:00,3.2048,3.2048,3.2048,3.2048,0.0,3.2048,0
2025-02-20 00:45:00,3.2048,3.2048,3.2048,3.2048,0.0,3.2048,0
2025-02-20 01:00:00,3.23,3.23,3.23,3.23,7.7,3.23,0
2025-02-20 01:15:00,3.2262,3.2262,3.2262,3.2262,48.3,3.2262,0
2025-02-20 01:30:00,3.2089,3.2089,3.2089,3.2089,4.7,3.2089,0
2025-02-20 01:45:00,3.2089,3.2089,3.2089,3.2089,0.0,3.2089,0
2025-02-20 02:00:00,3.2089,3.2089,3.2089,3.2089,0.0,3.2089,0
2025-02-20 02:15:00,3.2089,3.2089,3.2089,3.2089,0.0,3.2089,0
2025-02-20 02:30:00,3.2089,3.2089,3.2089,3.2089,0.0,3.2089,0
2025-02-20 02:45:00,3.2661,3.2661,3.2517,3.2517,14.8,3.2517,0
2025-02-20 03:00:00,3.2698,3.2698,3.2698,3.2698,8.5,3.2698,0
2025-02-20 03:15:00,3.2698,3.2698,3.2698,3.2698,0.0,3.2698,0
2025-02-20 03:30:00,3.2698,3.2698,3.2698,3.2698,0.0,3.2698,0
2025-02-20 03:45:00,3.2698,3.2698,3.2698,3.2698,0.0,3.2698,0
2025-02-20 04:00:00,3.2904,3.3,3.2904,3.3,31.0,3.3,0
2025-02-20 04:15:00,3.3298,3.3298,3.3298,3.3298,9952.4,3.3298,0
2025-02-20 04:30:00,3.3298,3.3298,3.3298,3.3298,4129.7,3.3298,0
2025-02-20 04:45:00,3.3298,3.3298,3.3298,3.3298,0.0,3.3298,0
2025-02-20 05:00:00,3.3298,3.3298,3.3298,3.3298,0.0,3.3298,0
2025-02-20 05:15:00,3.3466,3.3466,3.3466,3.3466,4.2,3.3466,0
2025-02-20 05:30:00,3.3466,3.3466,3.3466,3.3466,0.0,3.3466,0
2025-02-20 05:45:00,3.3348,3.3348,3.3264,3.3264,193.5,3.3264,0
2025-02-20 06:00:00,3.3264,3.3264,3.3264,3.3264,0.0,3.3264,0
2025-02-20 06:15:00,3.3264,3.3264,3.3264,3.3264,0.0,3.3264,0
2025-02-20 06:30:00,3.3264,3.3264,3.3264,3.3264,0.0,3.3264,0
2025-02-20 06:45:00,3.3264,3.3264,3.3264,3.3264,0.0,3.3264,0
2025-02-20 07:00:00,3.3264,3.3264,3.3264,3.3264,0.0,3.3264,0
2025-02-20 07:15:00,3.2744,3.2744,3.2743,3.2743,280.3,3.2743,0
2025-02-20 07:30:00,3.2743,3.2743,3.2743,3.2743,0.0,3.2743,0
2025-02-20 07:45:00,3.2743,3.2743,3.2743,3.2743,0.0,3.2743,0
2025-02-20 08:00:00,3.2743,3.2743,3.2743,3.2743,0.0,3.2743,0
2025-02-20 08:15:00,3.2743,3.2743,3.2743,3.2743,0.0,3.2743,0
2025-02-20 08:30:00,3.2743,3.2743,3.2743,3.2743,0.0,3.2743,0
2025-02-20 08:45:00,3.2743,3.2743,3.2743,3.2743,0.0,3.2743,0
2025-02-20 09:00:00,3.2743,3.2743,3.2743,3.2743,0.0,3.2743,0
2025-02-20 09:15:00,3.3014,3.3014,3.3014,3.3014,32.3,3.3014,0
2025-02-20 09:30:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 09:45:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 10:00:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 10:15:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 10:30:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 10:45:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 11:00:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 11:15:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 11:30:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 11:45:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 12:00:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 12:15:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 12:30:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 12:45:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 13:00:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 13:15:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 13:30:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 13:45:00,3.3014,3.3014,3.3014,3.3014,0.0,3.3014,0
2025-02-20 14:00:00,3.3315,3.3315,3.3315,3.3315,75.6,3.3315,0
2025-02-20 14:15:00,3.3315,3.3315,3.3315,3.3315,0.0,3.3315,0
2025-02-20 14:30:00,3.3315,3.3315,3.3315,3.3315,0.0,3.3315,0
2025-02-20 14:45:00,3.3315,3.3315,3.3315,3.3315,0.0,3.3315,0
2025-02-20 15:00:00,3.3315,3.3315,3.3315,3.3315,0.0,3.3315,0
2025-02-20 15:15:00,3.2942,3.2942,3.2942,3.2942,75.5,3.2942,0
2025-02-20 15:30:00,3.2939,3.2939,3.2853,3.2854,80.0,3.2854,0
2025-02-20 15:45:00,3.2854,3.2854,3.2854,3.2854,0.0,3.2854,0
2025-02-20 16:00:00,3.2854,3.2854,3.2854,3.2854,306.4,3.2854,0
2025-02-20 16:15:00,3.2854,3.2854,3.2854,3.2854,0.0,3.2854,0
2025-02-20 16:30:00,3.3448,3.3448,3.3448,3.3448,31.4,3.3448,0
2025-02-20 16:45:00,3.3363,3.3363,3.3363,3.3363,7.4,3.3363,0
2025-02-20 17:00:00,3.3644,3.3644,3.3589,3.3589,23.6,3.3589,0
2025-02-20 17:15:00,3.3969,3.3969,3.3933,3.3933,14.3,3.3933,0
2025-02-20 17:30:00,3.3933,3.3933,3.3933,3.3933,0.0,3.3933,0
2025-02-20 17:45:00,3.3933,3.3933,3.3933,3.3933,0.0,3.3933,0
2025-02-20 18:00:00,3.3933,3.3933,3.3933,3.3933,0.0,3.3933,0
2025-02-20 18:15:00,3.4175,3.4175,3.4175,3.4175,43.0,3.4175,0
2025-02-20 18:30:00,3.4144,3.42,3.4144,3.42,16.6,3.42,0
2025-02-20 18:45:00,3.42,3.42,3.42,3.42,0.0,3.42,0
2025-02-20 19:00:00,3.42,3.42,3.42,3.42,0.0,3.42,0
2025-02-20 19:15:00,3.4379,3.4444,3.4379,3.4444,104.3,3.4444,0
2025-02-20 19:30:00,3.4333,3.4333,3.4333,3.4333,239.6,3.4333,0
2025-02-20 19:45:00,3.4333,3.4333,3.4333,3.4333,0.0,3.4333,0
2025-02-20 20:00:00,3.4333,3.4333,3.4333,3.4333,0.0,3.4333,0
2025-02-20 20:15:00,3.4333,3.4333,3.4333,3.4333,0.0,3.4333,0
2025-02-20 20:30:00,3.4423,3.4423,3.4419,3.4419,158.8,3.4419,0
2025-02-20 20:45:00,3.4419,3.4419,3.4419,3.4419,0.0,3.4419,0
2025-02-20 21:00:00,3.4709,3.4709,3.4658,3.4658,9.4,3.4658,0
2025-02-20 21:15:00,3.4658,3.4658,3.4658,3.4658,0.0,3.4658,0
2025-02-20 21:30:00,3.4658,3.4658,3.4658,3.4658,0.0,3.4658,0
2025-02-20 21:45:00,3.42,3.42,3.42,3.42,39.0,3.42,0
2025-02-20 22:00:00,3.42,3.42,3.42,3.42,0.0,3.42,0
2025-02-20 22:15:00,3.42,3.42,3.42,3.42,0.0,3.42,0
2025-02-20 22:30:00,3.412,3.416,3.412,3.4159,121.6,3.4159,0
2025-02-20 22:45:00,3.4159,3.4159,3.4159,3.4159,0.0,3.4159,0
2025-02-20 23:00:00,3.4159,3.4159,3.4159,3.4159,0.0,3.4159,0
2025-02-20 23:15:00,3.4132,3.4132,3.4132,3.4132,76.2,3.4132,0
2025-02-20 23:30:00,3.4132,3.4132,3.4132,3.4132,0.0,3.4132,0
2025-02-20 23:45:00,3.4443,3.4443,3.4427,3.4427,116.0,3.4427,0
2025-02-21 00:00:00,3.4427,3.4427,3.4427,3.4427,0.0,3.4427,0
2025-02-21 00:15:00,3.4427,3.4427,3.4427,3.4427,0.0,3.4427,0
2025-02-21 00:30:00,3.466,3.466,3.466,3.466,36.9,3.466,0
2025-02-21 00:45:00,3.466,3.466,3.466,3.466,0.0,3.466,0
2025-02-21 01:00:00,3.4611,3.4611,3.4611,3.4611,7.2,3.4611,0
2025-02-21 01:15:00,3.4611,3.4611,3.4611,3.4611,0.0,3.4611,0
2025-02-21 01:30:00,3.4611,3.4611,3.4611,3.4611,0.0,3.4611,0
2025-02-21 01:45:00,3.4608,3.4608,3.4608,3.4608,35.0,3.4608,0
2025-02-21 02:00:00,3.4468,3.4482,3.4468,3.4482,36.2,3.4482,0
2025-02-21 02:15:00,3.4482,3.4482,3.4482,3.4482,0.0,3.4482,0
2025-02-21 02:30:00,3.4482,3.4482,3.4482,3.4482,0.0,3.4482,0
2025-02-21 02:45:00,3.4482,3.4482,3.4482,3.4482,0.0,3.4482,0
2025-02-21 03:00:00,3.433,3.433,3.433,3.433,47.9,3.433,0
2025-02-21 03:15:00,3.433,3.433,3.433,3.433,0.0,3.433,0
2025-02-21 03:30:00,3.4668,3.4668,3.4668,3.4668,8.7,3.4668,0
2025-02-21 03:45:00,3.4668,3.4668,3.4668,3.4668,0.0,3.4668,0
2025-02-21 04:00:00,3.4668,3.4668,3.4668,3.4668,0.0,3.4668,0
2025-02-21 04:15:00,3.4668,3.4668,3.4668,3.4668,0.0,3.4668,0
2025-02-21 04:30:00,3.5256,3.5399,3.5256,3.5399,912.0,3.5399,0
2025-02-21 04:45:00,3.5354,3.5421,3.5354,3.5421,48.3,3.5421,0
2025-02-21 05:00:00,3.5515,3.5519,3.5407,3.5407,866.2,3.5407,0
2025-02-21 05:15:00,3.5407,3.5407,3.5407,3.5407,0.0,3.5407,0
2025-02-21 05:30:00,3.5498,3.5498,3.5498,3.5498,38.3,3.5498,0
2025-02-21 05:45:00,3.5306,3.5306,3.5306,3.5306,34.0,3.5306,0
2025-02-21 06:00:00,3.5184,3.5184,3.5125,3.5147,17.7,3.5147,0
2025-02-21 06:15:00,3.5036,3.5036,3.5012,3.5015,17.8,3.5015,0
2025-02-21 06:30:00,3.5015,3.5015,3.5015,3.5015,0.0,3.5015,0
2025-02-21 06:45:00,3.5015,3.5015,3.5015,3.5015,0.0,3.5015,0
2025-02-21 07:00:00,3.5015,3.5015,3.5015,3.5015,0.0,3.5015,0
2025-02-21 07:15:00,3.5015,3.5015,3.5015,3.5015,0.0,3.5015,0
2025-02-21 07:30:00,3.5015,3.5015,3.5015,3.5015,0.0,3.5015,0
2025-02-21 07:45:00,3.4958,3.4958,3.4958,3.4958,50.4,3.4958,0
2025-02-21 08:00:00,3.4958,3.4958,3.4958,3.4958,0.0,3.4958,0
2025-02-21 08:15:00,3.4817,3.4817,3.4802,3.4802,30.9,3.4802,0
2025-02-21 08:30:00,3.4802,3.4802,3.4647,3.4647,62.5,3.4647,0
2025-02-21 08:45:00,3.4647,3.4647,3.4647,3.4647,0.0,3.4647,0
2025-02-21 09:00:00,3.4647,3.4647,3.4647,3.4647,0.0,3.4647,0
2025-02-21 09:15:00,3.4647,3.4647,3.4647,3.4647,0.0,3.4647,0
2025-02-21 09:30:00,3.4647,3.4647,3.4647,3.4647,0.0,3.4647,0
2025-02-21 09:45:00,3.4647,3.4647,3.4647,3.4647,0.0,3.4647,0
2025-02-21 10:00:00,3.4647,3.4647,3.4647,3.4647,0.0,3.4647,0
2025-02-21 10:15:00,3.4647,3.4647,3.4647,3.4647,0.0,3.4647,0
2025-02-21 10:30:00,3.4647,3.4647,3.4647,3.4647,0.0,3.4647,0
2025-02-21 10:45:00,3.5118,3.5118,3.5118,3.5118,2.7,3.5118,0
2025-02-21 11:00:00,3.5118,3.5118,3.5118,3.5118,0.0,3.5118,0
2025-02-21 11:15:00,3.5118,3.5118,3.5118,3.5118,0.0,3.5118,0
2025-02-21 11:30:00,3.5118,3.5118,3.5118,3.5118,0.0,3.5118,0
2025-02-21 11:45:00,3.5118,3.5118,3.5118,3.5118,0.0,3.5118,0
2025-02-21 12:00:00,3.49,3.49,3.49,3.49,5.7,3.49,0
2025-02-21 12:15:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 12:30:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 12:45:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 13:00:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 13:15:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 13:30:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 13:45:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 14:00:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 14:15:00,3.49,3.49,3.49,3.49,0.0,3.49,0
2025-02-21 14:30:00,3.49,3.49,3.4511,3.4557,177.8,3.4557,0
2025-02-21 14:45:00,3.4557,3.4557,3.4557,3.4557,0.0,3.4557,0
2025-02-21 15:00:00,3.4825,3.51,3.4825,3.51,111.4,3.51,0
2025-02-21 15:15:00,3.4634,3.4634,3.4501,3.4501,11.5,3.4501,0
2025-02-21 15:30:00,3.4038,3.4038,3.3683,3.3683,92.1,3.3683,0
2025-02-21 15:45:00,3.41,3.4211,3.41,3.4211,192.7,3.4211,0
2025-02-21 16:00:00,3.4211,3.4211,3.4211,3.4211,0.0,3.4211,0
2025-02-21 16:15:00,3.4645,3.4645,3.4306,3.4306,24.1,3.4306,0
2025-02-21 16:30:00,3.4306,3.4306,3.4306,3.4306,0.0,3.4306,0
2025-02-21 16:45:00,3.4306,3.4306,3.4306,3.4306,0.0,3.4306,0
2025-02-21 17:00:00,3.4306,3.4306,3.4306,3.4306,0.0,3.4306,0
2025-02-21 17:15:00,3.4271,3.4272,3.4236,3.4236,1322.4,3.4236,0
2025-02-21 17:30:00,3.3894,3.3894,3.3894,3.3894,71.4,3.3894,0
2025-02-21 17:45:00,3.3894,3.3894,3.3894,3.3894,0.0,3.3894,0
2025-02-21 18:00:00,3.351,3.351,3.3458,3.351,157.0,3.351,0
2025-02-21 18:15:00,3.3621,3.3621,3.3621,3.3621,32.5,3.3621,0
2025-02-21 18:30:00,3.3621,3.3621,3.3621,3.3621,0.0,3.3621,0
2025-02-21 18:45:00,3.3621,3.3621,3.3621,3.3621,0.0,3.3621,0
2025-02-21 19:00:00,3.3508,3.3508,3.327,3.3271,865.0,3.3271,0
2025-02-21 19:15:00,3.314,3.3143,3.2735,3.2735,55.7,3.2735,0
2025-02-21 19:30:00,3.259,3.259,3.259,3.259,1.6,3.259,0
2025-02-21 19:45:00,3.259,3.259,3.259,3.259,0.0,3.259,0
2025-02-21 20:00:00,3.259,3.259,3.259,3.259,0.0,3.259,0
2025-02-21 20:15:00,3.282,3.282,3.282,3.282,7.3,3.282,0
2025-02-21 20:30:00,3.282,3.282,3.282,3.282,0.0,3.282,0
2025-02-21 20:45:00,3.282,3.282,3.282,3.282,0.0,3.282,0
2025-02-21 21:00:00,3.282,3.282,3.282,3.282,0.0,3.282,0
2025-02-21 21:15:00,3.261,3.2639,3.261,3.2638,4.6,3.2638,0
2025-02-21 21:30:00,3.2638,3.2638,3.2638,3.2638,0.0,3.2638,0
2025-02-21 21:45:00,3.2638,3.2638,3.2638,3.2638,0.0,3.2638,0
2025-02-21 22:00:00,3.2638,3.2638,3.2638,3.2638,0.0,3.2638,0
2025-02-21 22:15:00,3.2638,3.2638,3.2638,3.2638,0.0,3.2638,0
2025-02-21 22:30:00,3.2746,3.2746,3.2746,3.2746,56.1,3.2746,0
2025-02-21 22:45:00,3.2746,3.2746,3.2746,3.2746,0.0,3.2746,0
2025-02-21 23:00:00,3.2746,3.2746,3.2746,3.2746,0.0,3.2746,0
2025-02-21 23:15:00,3.2746,3.2746,3.2746,3.2746,0.0,3.2746,0
2025-02-21 23:30:00,3.2746,3.2746,3.2746,3.2746,0.0,3.2746,0
2025-02-21 23:45:00,3.2746,3.2746,3.2746,3.2746,0.0,3.2746,0
2025-02-22 00:00:00,3.2639,3.2691,3.2639,3.2691,51.0,3.2691,0
2025-02-22 00:15:00,3.2691,3.2691,3.2691,3.2691,0.0,3.2691,0
2025-02-22 00:30:00,3.2691,3.2691,3.2691,3.2691,0.0,3.2691,0
2025-02-22 00:45:00,3.2691,3.2691,3.2691,3.2691,0.0,3.2691,0
2025-02-22 01:00:00,3.325,3.325,3.325,3.325,6.2,3.325,0
2025-02-22 01:15:00,3.325,3.325,3.325,3.325,0.0,3.325,0
2025-02-22 01:30:00,3.325,3.325,3.325,3.325,0.0,3.325,0
2025-02-22 01:45:00,3.325,3.325,3.325,3.325,0.0,3.325,0
2025-02-22 02:00:00,3.3363,3.3363,3.3363,3.3363,7.4,3.3363,0
2025-02-22 02:15:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 02:30:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 02:45:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 03:00:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 03:15:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 03:30:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 03:45:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 04:00:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 04:15:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 04:30:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 04:45:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 05:00:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 05:15:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 05:30:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 05:45:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 06:00:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 06:15:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 06:30:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 06:45:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 07:00:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 07:15:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 07:30:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 07:45:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 08:00:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 08:15:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 08:30:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 08:45:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 09:00:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 09:15:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 09:30:00,3.3363,3.3363,3.3363,3.3363,0.0,3.3363,0
2025-02-22 09:45:00,3.3437,3.3437,3.3437,3.3437,13.9,3.3437,0
2025-02-22 10:00:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 10:15:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 10:30:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 10:45:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 11:00:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 11:15:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 11:30:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 11:45:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 12:00:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 12:15:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 12:30:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 12:45:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 13:00:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 13:15:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 13:30:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 13:45:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 14:00:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 14:15:00,3.3437,3.3437,3.3437,3.3437,0.0,3.3437,0
2025-02-22 14:30:00,3.3812,3.3812,3.3812,3.3812,5.9,3.3812,0
2025-02-22 14:45:00,3.3812,3.3812,3.3812,3.3812,0.0,3.3812,0
2025-02-22 15:00:00,3.3812,3.3812,3.3812,3.3812,0.0,3.3812,0
2025-02-22 15:15:00,3.423,3.423,3.423,3.423,1.5,3.423,0
2025-02-22 15:30:00,3.423,3.423,3.423,3.423,0.0,3.423,0
2025-02-22 15:45:00,3.423,3.423,3.423,3.423,0.0,3.423,0
2025-02-22 16:00:00,3.4316,3.4316,3.4316,3.4316,32.9,3.4316,0
2025-02-22 16:15:00,3.4316,3.4316,3.4316,3.4316,0.0,3.4316,0
2025-02-22 16:30:00,3.4316,3.4316,3.4316,3.4316,0.0,3.4316,0
2025-02-22 16:45:00,3.4347,3.4347,3.4347,3.4347,2.9,3.4347,0
2025-02-22 17:00:00,3.4347,3.4347,3.4347,3.4347,0.0,3.4347,0
2025-02-22 17:15:00,3.4347,3.4347,3.4347,3.4347,0.0,3.4347,0
2025-02-22 17:30:00,3.4347,3.4347,3.4347,3.4347,0.0,3.4347,0
2025-02-22 17:45:00,3.4347,3.4347,3.4347,3.4347,0.0,3.4347,0
2025-02-22 18:00:00,3.4347,3.4347,3.4347,3.4347,0.0,3.4347,0
2025-02-22 18:15:00,3.4347,3.4347,3.4347,3.4347,0.0,3.4347,0
2025-02-22 18:30:00,3.4215,3.4215,3.3905,3.3905,116.0,3.3905,0
2025-02-22 18:45:00,3.3905,3.3905,3.3905,3.3905,0.0,3.3905,0
2025-02-22 19:00:00,3.3905,3.3905,3.3905,3.3905,0.0,3.3905,0
2025-02-22 19:15:00,3.3905,3.3905,3.3905,3.3905,0.0,3.3905,0
2025-02-22 19:30:00,3.3905,3.3905,3.3905,3.3905,0.0,3.3905,0
